"","PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","DBPR_SCHEDULE_CAT_CODE","CDS_ID","GW_SW_CODE","LT2_SCHEDULE_CAT_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","POP_CAT_2_CODE","POP_CAT_3_CODE","POP_CAT_4_CODE","POP_CAT_5_CODE","POP_CAT_11_CODE","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","ADMIN_NAME","EMAIL_ADDR","PHONE_NUMBER","PHONE_EXT_NUMBER","FAX_NUMBER","ALT_PHONE_NUMBER","ADDRESS_LINE1","ADDRESS_LINE2","CITY_NAME","ZIP_CODE","COUNTRY_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED"
"4226","090605012","Pauma","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",5700,1,2,1,3,5,"Tribal","GW","Y","N","N",75,"Y","Pauma Indian Reservation","Randall Majel",NA,"7607421289",NA,"7607423422",NA,"P. O. Box 369",NA,"Pauma Valley","92061","US","CA",NA,NA,NA,NA,"Not Reported","Not Reported"
"4227","090605013","Pechanga","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"N",17600,2,2,2,4,6,"Tribal","SWP","Y","N","N",288,"Y","Pechanga Band of Mission Indians","Mark Macarro","mark@pechanga-nsn.gov","9517706000",NA,"9513089261",NA,"P. O. Box 1477",NA,"Temecula","92593","US","CA",NA,NA,"Y","01-JAN-14","Not Reported","Not Reported"
"4228","090605024","Sycuan","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",9000,1,2,1,3,5,"Tribal","GW","Y","N","N",68,"Y","Sycuan Band of Kumeyaay Indians","Cody Martinez",NA,"6194452613",NA,"6194451927",NA,"1 Kwaaypaay Court",NA,"El Cajon","92019","US","CA",NA,NA,"Y","01-JAN-14","Not Reported","Not Reported"
"4229","090605100","Cache Creek Indian Bingo Casino","N","09","09","01-01","12-31","I","01-JAN-04","NTNCWS",NA,NA,"GW",NA,"N",7100,1,2,1,3,5,"Tribal","GW","N","N","N",14,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Reported","Not Reported"
"4230","090605107","Cache Creek Casino Resort","Y","09","09","01-01","12-31","A",NA,"NTNCWS",NA,NA,"GW",NA,"N",10643,2,2,2,4,6,"Tribal","GW","Y","N","N",6,"Y","Yocha Dehe Wintun Nation","Leland Kintner",NA,"5307963400",NA,"5307962143",NA,"P.O. Box 18",NA,"Brooks","95606","US","CA",NA,NA,NA,NA,"Not Reported","Not Reported"
"4231","090605136","Santa Rosa Tachi Palace","Y","09","09","01-01","12-31","A",NA,"NTNCWS",NA,NA,"GW",NA,"N",9000,1,2,1,3,5,"Tribal","GW","Y","Y","N",10,"Y","Santa Rosa Rancheria","Ruben Barrios",NA,"5599241278",NA,"5599243583",NA,"P. O. Box 8","16835 Alkali Drive","Lemoore","93245","US","CA",NA,NA,NA,NA,"Santa Rosa Rancheria","Not Reported"
"4232","090605153","Pala North","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",14200,2,2,2,4,6,"Tribal","GW","Y","N","N",250,"Y","Pala Band of Mission Indians","Robert Smith","rsmith@palatribe.com","7608913500",NA,"7607421411",NA,"12196 Pala Mission Rd",NA,"Pala","92059","US","CA",NA,NA,NA,NA,"Not Reported","Not Reported"
"4233","090605161","Thunder Valley Casino","Y","09","09","01-01","12-31","A",NA,"NTNCWS",NA,NA,"SW",NA,"N",18007,2,2,2,4,6,"Tribal","SWP","Y","N","N",4,"Y","United Auburn Indian Community","Gene Whitehorse",NA,"9162511575",NA,"9168832380",NA,"10720 Indian Hill Road",NA,"Auburn","95603","US","CA",NA,NA,"Y","01-JAN-14","Not Reported","Not Reported"
"4234","090605163","Chukchansi Gold Resort %26 Casino","Y","09","09","01-01","12-31","A",NA,"NTNCWS",NA,NA,"GW",NA,"N",8000,1,2,1,3,5,"Tribal","GW","Y","N","N",1,"Y","Picayune Rancheria of Chukchansi Indians","Claudia Gonzales",NA,"5596836633",NA,"5596830599",NA,"46575 Road 417",NA,"Coarsegold","93614","US","CA",NA,NA,NA,NA,"Not Reported","Not Reported"
"4235","090605174","Graton Resort and Casino","Y","09","09","01-01","12-31","A",NA,"NTNCWS",NA,NA,"GW",NA,"N",9950,1,2,1,3,5,"Tribal","GW","Y","N","N",1,"Y","Graton Resort and Casino","Joseph Hasson",NA,NA,NA,NA,NA,"630 Park Court",NA,"Rohnert Park","94928","US","CA",NA,NA,NA,NA,"Not Reported","Not Reported"
"4236","AS9710948","ASG","N","AS","09",NA,NA,"I","01-JAN-81","CWS",NA,NA,"GW",NA,"L",18383,2,2,2,4,6,"Territory","GW","N","N","N",2122,"Y",NA,"ASG",NA,"633-633-4177",NA,NA,NA,NA,NA,"ASG","96799","US","AS",NA,NA,NA,NA,"ASG","Western District"
"4237","AS9711948","Central ASG","Y","AS","09",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"S",55000,2,3,3,4,7,"Territory","SW","Y","Y","N",9000,"Y","American Samoa Power Authority","Utu Abe Malae","@aspower.com","6846335200",NA,"6846335451",NA,"P.O. Box PPB",NA,"Pago Pago","96799","US","AS",NA,NA,NA,NA,"Tutuila","Not Reported"
"4238","AZ0402001","ARIZONA WATER CO - BISBEE","Y","AZ","09",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"M",7992,1,2,1,3,5,"State","GW","Y","N","N",3424,"Y","LYNDE, REGINA","LYNDE, REGINA","rlynde@azwater.com","602-240-6860",NA,NA,NA,"ARIZONA WATER CO","3805 N BLACK CANYON HWY","PHOENIX","85015-5351","US","AZ","N",NA,NA,NA,"BISBEE","Cochise"
"4239","AZ0402004","ARIZONA WATER CO - SIERRA VISTA","Y","AZ","09",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"P",9946,1,2,1,3,5,"State","GW","Y","N","N",3107,"Y","LYNDE, REGINA","LYNDE, REGINA","rlynde@azwater.com","602-240-6860",NA,NA,NA,"ARIZONA WATER CO","3805 N BLACK CANYON HWY","PHOENIX","85015-5351","US","AZ","N",NA,NA,NA,"SIERRA VISTA","Cochise"
"4240","AZ0402005","BENSON, CITY OF WATER SYSTEM","Y","AZ","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"L",6305,1,2,1,3,5,"State","GW","Y","N","N",1974,"Y","HAMILTON, BRADLEY J","HAMILTON, BRADLEY J","BHAMILTON@CITYOFBENSON.COM","520-586-2245",NA,NA,NA,NA,"120 W 6TH ST","BENSON","85602","US","AZ","N",NA,NA,NA,"BENSON","Cochise"
"4241","AZ0402010","BELLA VISTA CITY WATER SYSTEM","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"P",23100,2,2,2,4,6,"State","GW","Y","N","N",6600,"Y","GARLANT, MARTIN","GARLANT, MARTIN","martin.garlant@libertyutilities.com","520-619-0133",NA,"520-281-7433",NA,NA,"1225 W FRONTAGE RD","RIO RICO","85648","US","AZ","N",NA,NA,NA,"SIERRA VISTA","Cochise"
"4242","AZ0402014","DOUGLAS CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",13300,2,2,2,4,6,"State","GW","Y","N","N",5251,"Y","ORTEGA, LAUREN ANN","ORTEGA, LAUREN ANN","lauren.ortega@douglasaz.gov","520-417-7329",NA,"520-417-7151",NA,NA,"425 E 10TH STREET","DOUGLAS","85607","US","AZ","N",NA,NA,NA,"DOUGLAS","Cochise"
"4243","AZ0402030","SOUTHWEST WATER CO-SYSTE","N","AZ","09","01-01","12-31","I","01-JUN-81","CWS",NA,NA,"GW",NA,"P",5425,1,2,1,3,5,"State","GW","N","N","N",1550,"Y",NA,"SOUTHWEST WATER CO-SYSTE",NA,"602-458-5470",NA,NA,NA,"1101 FRY BLVD",NA,"SIERRA VISTA",NA,"US","AZ",NA,NA,NA,NA,"SIERRA VISTA","Gila"
"4244","AZ0402044","PUEBLO DEL SOL WATER COMPANY","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"P",12804,2,2,2,4,6,"State","GW","Y","N","N",5021,"Y","PUEBLO DEL SOL WATER CO","PUEBLO DEL SOL WATER CO",NA,"520-458-3742",NA,NA,NA,"STE 13","4226 AVENIDA COCHISE","SIERRA VISTA","85635","US","AZ","N",NA,NA,NA,"SIERRA VISTA","Cochise"
"4245","AZ0402078","US ARMY FORT HUACHUCA","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"F",15603,2,2,2,4,6,"State","GW","Y","N","N",1625,"Y","US ARMY GARRISON","US ARMY GARRISON","christopher.p.higgins.civ@mail.mil","520-533-9091",NA,NA,NA,"ATTN CHRISTOPHER HIGGINS","3040 BUTLER RD","FORT HUACHUCA","85613-7010","US","AZ","N",NA,NA,NA,"FORT HUACHUCA","Cochise"
"4246","AZ0403002","ARIZONA WATER CO - PINEWOOD","Y","AZ","09",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"P",6161,1,2,1,3,5,"State","GW","Y","N","N",2917,"Y","ARIZONA WATER CO","ARIZONA WATER CO","mail@azwater.com","602-240-6860",NA,"602-240-6878",NA,"ATTN REGINA LYNDE","3805 N BLACK CANYON HWY","PHOENIX","85015-5351","US","AZ","N",NA,NA,NA,"MUNDS PARK","Coconino"
"4247","AZ0403003","ARIZONA WATER CO - SEDONA","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"P",12191,2,2,2,4,6,"State","GW","Y","N","N",5759,"Y","ARIZONA WATER CO","ARIZONA WATER CO","mail@azwater.com","602-240-6860",NA,"602-240-6878",NA,"ATTN REGINA LYNDE","3805 N BLACK CANYON HWY","PHOENIX","85015-5351","US","AZ","N",NA,NA,NA,"SEDONA","Coconino"
"4248","AZ0403005","DONEY PARK WATER","Y","AZ","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"P",8220,1,2,1,3,5,"State","GW","Y","N","N",3408,"Y","DONEY PARK WATER","DONEY PARK WATER","rek@doneyparkwater.com","928-526-1080",NA,"928-526-3004",NA,NA,"5290 E NORTHGATE LOOP","FLAGSTAFF","86004-6204","US","AZ","N",NA,NA,NA,"FLAGSTAFF","Coconino"
"4249","AZ0403008","FLAGSTAFF CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","2",NA,"SW",NA,"L",67000,2,3,3,4,7,"State","SW","Y","N","N",16000,"Y","FLAGSTAFF CITY OF","FLAGSTAFF CITY OF","bhill@flagstaffaz.gov","928-213-2420",NA,NA,NA,"ATTN BRADLEY M HILL","211 W ASPEN","FLAGSTAFF","86001","US","AZ","N",NA,NA,NA,"FLAGSTAFF","Coconino"
"4250","AZ0403017","PAGE CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","4",NA,"SW",NA,"L",7705,1,2,1,3,5,"State","SW","Y","N","N",3127,"Y","MOSIER, BRENT","MOSIER, BRENT","bmosier@pageutiltiy.com","928-645-4315",NA,NA,NA,NA,"PO BOX 1955","PAGE","86040","US","AZ","N",NA,NA,NA,"PAGE","Coconino"
"4251","AZ0403083","NORTHERN ARIZONA UNIVERSI","N","AZ","09","01-01","12-31","I","01-MAY-03","CWS",NA,NA,"SW",NA,"S",15000,2,2,2,4,6,"State","SWP","N","N","N",80,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"PO BOX 06016","FLAGSTAFF","86011","US","AZ",NA,NA,NA,NA,"FLAGSTAFF","Coconino"
"4252","AZ0403702","GRAND CANYON NATIONAL PARK","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"F",15288,2,2,2,4,6,"State","GW","Y","N","N",630,"Y","WHITE, BRENNA","WHITE, BRENNA","brenna_white@nps.gov","928-638-7906",NA,NA,NA,NA,"PO BOX 129","GRAND CANYON","86023","US","AZ","N",NA,NA,NA,"GRAND CANYON","Coconino"
"4253","AZ0404002","ARIZONA WATER CO - MIAMI CLAYPOOL","Y","AZ","09",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"P",9009,1,2,1,3,5,"State","GW","Y","N","N",2946,"Y","LYNDE, REGINA","LYNDE, REGINA","rlynde@azwater.com","602-240-6860",NA,NA,NA,"ARIZONA WATER CO","3805 N BLACK CANYON HWY","PHOENIX","85015-5351","US","AZ","N",NA,NA,NA,"MIAMI","Gila"
"4254","AZ0404008","GLOBE CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",7457,1,2,1,3,5,"State","GW","Y","N","N",3550,"Y","MARTIN, JODI","MARTIN, JODI","jmartin@globeaz.gov","928-425-7146","14","928-425-4820",NA,NA,"150 N PINE ST","GLOBE","85501-2514","US","AZ","N",NA,NA,NA,"GLOBE","Gila"
"4255","AZ0404032","PAYSON TOWN OF","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",17682,2,2,2,4,6,"State","GW","Y","N","N",7688,"Y","UTZ, DAN","UTZ, DAN","dutz@paysonaz.gov","928-474-5242","235",NA,NA,"TOWN OF PAYSON WATER DEPARTMENT","303 N BEELINE HWY","PAYSON","85541","US","AZ","N",NA,NA,NA,"PAYSON","Gila"
"4256","AZ0404034","PINE STRAWBERRY DWID","Y","AZ","09",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"P",8000,1,2,1,3,5,"State","GW","Y","N","N",3200,"Y","PINE STRAWBERRY WID","PINE STRAWBERRY WID","acctgmanager@pswid.org","928-476-4222",NA,"928-476-4224",NA,NA,"PO BOX 134","PINE","85544","US","AZ","N",NA,NA,NA,"PINE","Gila"
"4257","AZ0405005","SAFFORD CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",18900,2,2,2,4,6,"State","GW","Y","N","N",6880,"Y","HOWARD, JENNY","HOWARD, JENNY","JHoward@saffordaz.gov","928-432-4243",NA,NA,NA,NA,"717 MAIN ST","SAFFORD","85546","US","AZ","N",NA,NA,NA,"SAFFORD","Graham"
"4258","AZ0407016","CAVE CREEK WATER COMPANY","Y","AZ","09",NA,NA,"A",NA,"CWS","4",NA,"SW",NA,"P",6815,1,2,1,3,5,"State","SW","Y","N","N",2130,"Y","PETERSON, DAVE","PETERSON, DAVE","dpeterson@cavecreek.org","480-488-6618",NA,NA,NA,NA,"37622 N CAVE CREEK RD","CAVE CREEK","85331","US","AZ","N",NA,NA,NA,"CAVE CREEK","Maricopa"
"4259","AZ0407017","EPCOR WATER - CHAPARRAL CITY","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"P",26026,2,2,2,4,6,"State","SW","Y","N","N",13438,"Y","DIDOMIZIO, TOM","DIDOMIZIO, TOM","tdidomiz@epcor.com","623-445-2431",NA,NA,NA,NA,"11201 WEST ALABAMA AVE","YOUNGTOWN","85363","US","AZ","N",NA,NA,NA,"FOUNTAIN HILLS","Maricopa"
"4260","AZ0407020","CONSOLIDATED-DEER VALLEY","N","AZ","09","01-01","12-31","I","01-JUL-81","CWS",NA,NA,"GW",NA,"P",20100,2,2,2,4,6,"State","GW","N","N","N",7500,"Y",NA,"CONSOLIDATED-DEER VALLEY",NA,"602-869-8150",NA,NA,NA,"PO BOX 35515",NA,"PHOENIX",NA,"US","AZ",NA,NA,NA,NA,"Not Reported","Gila"
"4261","AZ0407025","PHOENIX CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",1527000,2,3,4,5,11,"State","SW","Y","N","N",418995,"Y","GOTTLER, RANDY","GOTTLER, RANDY","randy.gottler@phoenix.gov","602-262-1859",NA,"602-534-7151",NA,NA,"2474 S 22ND AVE","PHOENIX","85009","US","AZ","N",NA,NA,NA,"PHOENIX","Maricopa"
"4262","AZ0407027","DESERT SAGE WATER CO.","N","AZ","09","01-01","12-31","I","01-JAN-85","CWS",NA,NA,"GW",NA,"P",13000,2,2,2,4,6,"State","GW","N","N","N",3792,"Y",NA,"DESERT SAGE WATER CO.",NA,"602-986-1643",NA,NA,NA,"220 N. CRIMSON RD.",NA,"MESA",NA,"US","AZ",NA,NA,NA,NA,"MESA","Gila"
"4263","AZ0407033","QUEEN CREEK TOWN OF","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"P",69631,2,3,3,4,7,"State","GW","Y","N","N",24115,"Y","QUEEN CREEK WATER TOWN OF","QUEEN CREEK WATER TOWN OF","greg.homol@queencreek.org","480-797-2991",NA,"480-358-3001",NA,"ATTN GREG HOMOL","22350 S ELLSWORTH RD","QUEEN CREEK","85242","US","AZ","N",NA,NA,NA,"QUEEN CREEK","Maricopa"
"4264","AZ0407045","WICKENBURG TOWN OF","Y","AZ","09",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"L",6200,1,2,1,3,5,"State","GW","Y","N","N",2340,"Y","WICKENBURG TOWN OF","WICKENBURG TOWN OF",NA,"928-684-5873",NA,"602-506-1580",NA,"ATTN RICHARD AUSTIN","155 N TEGNER ST STE A","WICKENBURG","85390","US","AZ","N",NA,NA,NA,"WICKENBURG","Maricopa"
"4265","AZ0407046","LIBERTY WATER LPSCO","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"P",45298,2,2,2,4,6,"State","GW","Y","N","N",18119,"Y","LITCHFIELD PARK SERVICE CO","LITCHFIELD PARK SERVICE CO",NA,"623-935-9367",NA,"623-935-1020",NA,"STE D 101","12725 W INDIAN SCHOOL RD","AVONDALE","85323","US","AZ","N",NA,NA,NA,"LITCHFIELD PARK","Maricopa"
"4266","AZ0407053","PHOENIX-NORTH VALLEY","N","AZ","09","01-01","12-31","I","01-AUG-00","CWS",NA,NA,"GW",NA,"L",10343,2,2,2,4,6,"State","GW","N","N","N",4046,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"200 W WASHINGTON","PHOENIX","85003","US","AZ",NA,NA,NA,NA,"CAVE CREEK","Maricopa"
"4267","AZ0407056","EPCOR WATER - PARADISE VALLEY/SCOTTSDALE","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"P",11600,2,2,2,4,6,"State","GW","Y","N","N",4630,"Y","DIDOMIZIO, TOM","DIDOMIZIO, TOM","tdidomiz@epcor.com","623-445-2431",NA,NA,NA,NA,"11201 WEST ALABAMA AVE","YOUNGTOWN","85363","US","AZ","N",NA,NA,NA,"PARADISE VALLEY","Maricopa"
"4268","AZ0407065","ROSE VALLEY WATER COMPANY","Y","AZ","09",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"M",6250,1,2,1,3,5,"State","GW","Y","N","N",2341,"Y","ROSE VALLEY WATER CO","ROSE VALLEY WATER CO","info@rosevalleywaterco.com","623-889-2275",NA,NA,NA,NA,"PO BOX 1444","GREEN VALLEY","85622","US","AZ","N",NA,NA,NA,"PHOENIX","Maricopa"
"4269","AZ0407078","VWC TOWN DIVISION VALENCIA WATER CO","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"P",15309,2,2,2,4,6,"State","GW","Y","N","N",4652,"Y","CITY OF BUCKEYE","CITY OF BUCKEYE","evarela@buckeyeaz.gov","623-349-6108",NA,"623-349-6850",NA,NA,"423 ARIZONA EASTERN AVE","BUCKEYE","85326","US","AZ","N",NA,NA,NA,"BUCKEYE","Maricopa"
"4270","AZ0407088","AVONDALE CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","2",NA,"GW",NA,"L",80684,2,3,3,4,7,"State","GW","Y","N","N",23721,"Y","JAMES, LACEY","JAMES, LACEY",NA,"623-333-4400",NA,"623-333-0440",NA,NA,"399 E LOWER BUCKEYE RD","AVONDALE","85333","US","AZ","N",NA,NA,NA,"AVONDALE","Maricopa"
"4271","AZ0407090","CHANDLER CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",247328,2,3,4,5,8,"State","SW","Y","N","N",81165,"Y","MCCALLUM, LORI","MCCALLUM, LORI","lori.mccallum@chandleraz.gov","480-782-3730",NA,NA,NA,NA,"PO BOX 4008","CHANDLER","85244-4008","US","AZ","N",NA,NA,NA,"CHANDLER","Maricopa"
"4272","AZ0407091","EL MIRAGE CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",36905,2,2,2,4,6,"State","GW","Y","N","N",11400,"Y","EL MIRAGE CITY OF","EL MIRAGE CITY OF",NA,"623-933-8318",NA,NA,NA,"ATTN JAMIE MCCULLOUGH","12145 NW GRAND AVE","EL MIRAGE","85335","US","AZ","N",NA,NA,NA,"EL MIRAGE","Maricopa"
"4273","AZ0407092","GILBERT, TOWN OF","Y","AZ","09",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",235000,2,3,4,5,8,"State","SW","Y","N","N",80000,"Y","TOWN OF GILBERT N WATER TREATMENT PLANT","TOWN OF GILBERT N WATER TREATMENT PLANT","rebecca.hame@gilbertaz.gov","480-503-6372",NA,"480-503-6394",NA,"ATTN REBECCA HAMEL","2865 E GUADALUPE RD","GILBERT","85234","US","AZ","N",NA,NA,NA,"GILBERT","Maricopa"
"4274","AZ0407093","GLENDALE CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",234766,2,3,4,5,8,"State","SW","Y","N","N",63000,"Y","GILL, THOMAS M","GILL, THOMAS M","Tgill@glendaleaz.com","623-930-4121",NA,NA,NA,NA,"7070 W NORTHERN AVE","GLENDALE","85303","US","AZ","N",NA,NA,NA,"GLENDALE","Maricopa"
"4275","AZ0407094","GOODYEAR WATER DEPARTMENT","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",49619,2,2,2,4,6,"State","GW","Y","N","N",18277,"Y","GOODYEAR CITY OF","GOODYEAR CITY OF",NA,"623-932-1637",NA,NA,NA,NA,"PO BOX 5100","GOODYEAR","85338","US","AZ","N",NA,NA,NA,"GOODYEAR","Maricopa"
"4276","AZ0407095","MESA CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",466000,2,3,4,5,9,"State","SW","Y","N","N",137480,"Y","MESA CITY OF WATER QUALITY SERVICES","MESA CITY OF WATER QUALITY SERVICES",NA,"480-644-3481",NA,NA,NA,NA,"PO BOX 1466","MESA","85211-1466","US","AZ","N",NA,NA,NA,"MESA","Maricopa"
"4277","AZ0407096","PEORIA CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",135975,2,3,4,5,8,"State","SW","Y","N","N",47872,"Y","GARCIA, CYNTHIA L","GARCIA, CYNTHIA L","Cynthia.Garcia@peoriaaz.gov","623-773-8467",NA,NA,NA,NA,"8401 W MONROE ST","PEORIA","85345","US","AZ","N",NA,NA,NA,"PEORIA","Maricopa"
"4278","AZ0407098","SCOTTSDALE CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",230000,2,3,4,5,8,"State","SW","Y","N","N",87000,"Y","HEYER, KRYSTAL","HEYER, KRYSTAL","kheyer@scottsdaleaz.gov","480-312-8716",NA,NA,NA,NA,"PO BOX 85255","SCOTTSDALE","85257","US","AZ","N",NA,NA,NA,"SCOTTSDALE","Maricopa"
"4279","AZ0407099","EPCOR WATER - SUN CITY","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"P",38016,2,2,2,4,6,"State","GW","Y","N","N",23082,"Y","DIDOMIZIO, TOM","DIDOMIZIO, TOM","tdidomiz@epcor.com","623-445-2431",NA,NA,NA,NA,"11201 WEST ALABAMA AVE","YOUNGTOWN","85363","US","AZ","N",NA,NA,NA,"SUN CITY","Maricopa"
"4280","AZ0407100","TEMPE CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",165000,2,3,4,5,8,"State","SW","Y","N","N",40000,"Y","DEROSA, MARILYN","DEROSA, MARILYN","marilyn_derosa@tempe.gov","480-350-2660",NA,NA,NA,NA,"PO BOX 5002","TEMPE","85280","US","AZ","N",NA,NA,NA,"TEMPE","Maricopa"
"4281","AZ0407101","TOLLESON CITY OF","Y","AZ","09",NA,NA,"A",NA,"CWS","1",NA,"GW",NA,"L",6680,1,2,1,3,5,"State","GW","Y","N","N",1795,"Y","BERRELEZ, MARK","BERRELEZ, MARK","MBerrelez@TollesonAz.org","623-936-3381",NA,NA,NA,NA,"9501 W PIMA RD","TOLLESON","85353","US","AZ","N",NA,NA,NA,"TOLLESON","Maricopa"
"4282","AZ0407120","PIMA UTILITIES","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"P",20000,2,2,2,4,6,"State","GW","Y","N","N",10500,"Y","PIMA UTILITIES","PIMA UTILITIES",NA,"480-802-9463",NA,NA,NA,"ATTN ED ROBSON","9532 E RIGGS RD","SUN LAKES","85248","US","AZ","N",NA,NA,NA,"CHANDLER","Maricopa"
"4283","AZ0407128","ARIZONA WATER CO - WHITE TANKS","Y","AZ","09",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"M",6947,1,2,1,3,5,"State","GW","Y","N","N",2572,"Y","ARIZONA WATER CO","ARIZONA WATER CO","mail@azwater.com","602-240-6860",NA,"602-240-6878",NA,"ATTN REGINA LYNDE","3805 N BLACK CANYON HWY","PHOENIX","85015-5351","US","AZ","N",NA,NA,NA,"WHITE TANKS","Maricopa"
"4284","AZ0407149","SCOTTSDALE COMMUNITY COL","N","AZ","09","01-01","12-31","I","01-JAN-01","NTNCWS",NA,NA,"GW",NA,"S",11200,2,2,2,4,6,"State","GW","N","N","Y",21,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"9000 E CHAPARRAL RD","SCOTTSDALE","85256","US","AZ",NA,NA,NA,NA,"SCOTTSDALE","Maricopa"
"4285","AZ0407150","EPCOR WATER - SUN CITY WEST","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"P",25362,2,2,2,4,6,"State","GW","Y","N","N",15399,"Y","DIDOMIZIO, TOM","DIDOMIZIO, TOM","tdidomiz@epcor.com","623-445-2431",NA,NA,NA,NA,"11201 WEST ALABAMA AVE","YOUNGTOWN","85363","US","AZ","N",NA,NA,NA,"SUN CITY WEST","Maricopa"
"4286","AZ0407154","CITY OF BUCKEYE SONORA - SUNDANCE","Y","AZ","09",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",15783,2,2,2,4,6,"State","GW","Y","N","N",5297,"Y","VARELA, ELSA","VARELA, ELSA","evarela@buckeyeaz.gov","623-349-6100",NA,NA,NA,NA,"423 ARIZONA EASTERN AVE","BUCKEYE","85326","US","AZ","N",NA,NA,NA,"TOWN OF BUCKEYE-SONO","Maricopa"
"4287","AZ0407162","PHOENIX-AHWATUKEE","N","AZ","09","01-01","12-31","I","01-MAY-84","CWS",NA,NA,"GW",NA,"L",7930,1,2,1,3,5,"State","GW","N","N","N",2265,"Y",NA,"PHOENIX-AHWATUKEE",NA,"602-262-7454",NA,NA,NA,"5204 EAST THOMAS ROAD",NA,"PHOENIX",NA,"US","AZ",NA,NA,NA,NA,"PHOENIX","Gila"
